All,සියලුම
"This action cannot be performed because you have products requiring attention. You must resolve these issues before you can continue.","ඔබ අවධානය යොමු කළ යුතු නිෂ්පාදන ඇති නිසා මෙම ක්‍රියාව සිදු කළ නොහැක. ඔබට ඉදිරියට යාමට පෙර මෙම ගැටලු විසඳා ගත යුතුය."
"Cannot Perform the Requested Action","ඉල්ලූ ක්‍රියාව සිදු කළ නොහැක"
"%creator (for %customer)","%creator ( %cපාරිභෝගිකයෙකු සඳහා)"
"Items Quoted","උපුටා ගත් අයිතම"
"Subtotal (Incl. Tax)","උප එකතුව (බදු ඇතුළුව)"
"Subtotal (Excl. Tax)","උප එකතුව (බදු හැර)"
"Add to Quote by SKU","SKU විසින් උපුටා දැක්වීමට එක් කරන්න"
"Add to Quote","උපුටා දැක්වීමට එක් කරන්න"
"Total Cost","මුළු පිරිවැය"
"Negotiated Price","සාකච්ඡා කළ මිල"
"Shipping & Handling","නැව්ගත කිරීම සහ හැසිරවීම"
"Quote Subtotal (Incl. Tax)","උපුටා දැක්වීමේ උප එකතුව (බදු ඇතුළුව)"
"Percentage Discount","ප්‍රතිශත වට්ටම්"
"Amount Discount","වට්ටම් මුදල"
"Proposed Price","යෝජිත මිල"
"Quote Subtotal","උපුටා ගැනීම උප එකතුව"
"My Quotes","මගේ උපුටා දැක්වීම්"
"created quote","උපුටා දැක්වීමක් නිර්මාණය කළේය"
"closed quote","සංවෘත උපුටා දැක්වීම"
"updated quote","යාවත්කාලීන උපුටා දැක්වීම"
"Percentage Discount - %1%","ප්‍රතිශත වට්ටම් - %1%"
"Amount Discount - %1","වට්ටම් මුදල - %1"
"Proposed Price - %1","යෝජිත මිල - %1"
Qty:,ප්‍රමාණය:
"Qty: ","ප්‍රමාණය: "
" - deleted from catalog"," - නාමාවලියෙන් මකා ඇත"
(Removed),"(ඉවත් කරන ලදී)"
deleted,"මකා දමන ලදී"
"Renderer list for block ""%1"" is not defined","බ්ලොක් ""%1"" සඳහා විදැහුම්කරු ලැයිස්තුව අර්ථ දක්වා නැත"
"This quote is currently locked for editing. It will become available once released by the Merchant.","මෙම උපුටා දැක්වීම දැනට සංස්කරණය සඳහා අගුලු දමා ඇත. එය වෙළෙන්දා විසින් නිකුත් කළ පසු ලබා ගත හැකි වනු ඇත."
"Your quote has expired and the product prices have been updated as per the latest prices in your catalog. You can either re-submit the quote to seller for further negotiation or go to checkout.","ඔබේ මිල ගණන් කල් ඉකුත් වී ඇති අතර ඔබේ නාමාවලියේ නවතම මිල ගණන් අනුව නිෂ්පාදන මිල යාවත්කාලීන කර ඇත. ඔබට වැඩිදුර සාකච්ඡා සඳහා මිල කැඳවීම විකුණුම්කරු වෙත නැවත ඉදිරිපත් කළ හැකිය, නැතහොත් පිටවීම වෙත යන්න."
"You are not an owner of this quote. You cannot edit it or take any actions on it.","ඔබ මෙම උපුටා දැක්වීමේ හිමිකරුවෙකු නොවේ. ඔබට එය සංස්කරණය කිරීමට හෝ ඒ පිළිබඳව කිසිදු ක්‍රියාමාර්ගයක් ගැනීමට නොහැකිය."
"Estimated Tax","ඇස්තමේන්තුගත බදු"
"Quote Subtotal (Excl. Tax)","උපුටා දැක්වීමේ උප එකතුව (බදු හැර)"
"Quote Grand Total (Incl. Tax)","උද්ධෘත විශාල එකතුව (බදු ඇතුළුව)"
"Grand Total to Be Charged","අය කළ යුතු විශාල එකතුව"
"Quote %1","උපුටා ගැනීම %1"
"Requested quote was not found","ඉල්ලූ උද්ධෘතය හමු නොවිණි"
"Something went wrong during quote declining","උපුටා දැක්වීම අඩු කිරීමේදී යම් දෙයක් වැරදී ඇත"
"Attachment not found.","ඇමුණුම හමු නොවීය."
"Quote #%1","උපුටා ගැනීම #%1"
"Exception occurred during quote print: %1","උපුටා ගැනීම මුද්‍රණය කිරීමේදී ව්‍යතිරේකය සිදු විය: %1"
"Exception occurred during update quote","යාවත්කාලීන උපුටා දැක්වීමේදී ව්‍යතිරේකය සිදු විය"
"Exception occurred during quote saving","උද්ධෘත සුරැකීමේදී ව්යතිරේකයක් සිදු විය"
"The changes have been saved.","වෙනස්කම් සුරැකී ඇත."
"The quote has been sent to the buyer.","මිල ගණන් ගැනුම්කරු වෙත යවා ඇත."
"Exception occurred during quote sending","උපුටා ගැනීම් යැවීමේදී ව්‍යතිරේකය සිදු විය"
"Exception occurred during quote view %1","උපුටා දැක්වීම් දසුන %1අතරතුර ව්‍යතිරේකය සිදු විය"
"Requested quote was not found.","ඉල්ලූ උද්ධෘතය හමු නොවිණි."
"An error occurred on the server. %1","සේවාදායකයේ දෝෂයක් ඇති විය. %1"
"This quote is currently locked for editing. It will become available once released by the buyer.","මෙම උපුටා දැක්වීම දැනට සංස්කරණය සඳහා අගුලු දමා ඇත. ගැණුම්කරු විසින් නිකුත් කළ පසු එය ලබා ගත හැකි වනු ඇත."
"An error occurred while quote creation.","උද්ධෘත නිර්මාණය කිරීමේදී දෝෂයක් ඇති විය."
"%1 products require your attention. Please contact the Seller if you have any questions.","නිෂ්පාදන %1 ක් ගැන ඔබේ අවධානය අවශ්‍යයි. ඔබට කිසියම් ප්‍රශ්නයක් ඇත්නම් කරුණාකර විකුණුම්කරු අමතන්න."
"You closed the quote.","ඔබ උපුටා ගැනීම වසා ඇත."
"We can't close the quote right now because of an error: %1.","දෝෂයක් නිසා අපට දැන් උද්ධෘතය වසා දැමිය නොහැක: %1."
"We can't close the quote right now.","අපට දැන් උද්ධෘතය වසා දැමිය නොහැක."
"An error occurred while creating quote.","උද්ධෘත නිර්මාණය කිරීමේදී දෝෂයක් ඇති විය."
"Quote with ID %1 was successfully created.","ID %1 සමඟ උපුටා දැක්වීම සාර්ථකව නිර්මාණය කරන ලදී."
"The quote could not be created. Please try again later.","උපුටා ගැනීම නිර්මාණය කළ නොහැකි විය. කරුණාකර පසුව නැවත උත්සාහ කරන්න."
"You have deleted the quote.","ඔබ උපුටා ගැනීම මකා ඇත."
